album_name,album_release_date,artists_name,artists_id,duration_ms,explicit,name,popularity,external_urls
lovely (with Khalid),2018-04-19,Khalid,6LuN9FCkKOj5PcnpouEgny,200185,False,lovely (with Khalid),88,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
Justice,2021-03-19,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,174406,False,As I Am (feat. Khalid),83,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
Justice,2021-03-19,Khalid,6LuN9FCkKOj5PcnpouEgny,174406,False,As I Am (feat. Khalid),83,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
Otra Noche Sin Ti,2021-04-09,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,228920,False,Otra Noche Sin Ti,83,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
Otra Noche Sin Ti,2021-04-09,Khalid,6LuN9FCkKOj5PcnpouEgny,228920,False,Otra Noche Sin Ti,83,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
Silence,2017-08-11,Marshmello,64KEffDW9EtZ1y2vBYgq8T,180822,False,Silence,81,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
Silence,2017-08-11,Khalid,6LuN9FCkKOj5PcnpouEgny,180822,False,Silence,81,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
Be Like That (feat. Swae Lee & Khalid),2020-07-10,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,191406,False,Be Like That - feat. Swae Lee & Khalid,81,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
Be Like That (feat. Swae Lee & Khalid),2020-07-10,Swae Lee,1zNqQNIdeOUZHb8zbZRFMX,191406,False,Be Like That - feat. Swae Lee & Khalid,81,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
Be Like That (feat. Swae Lee & Khalid),2020-07-10,Khalid,6LuN9FCkKOj5PcnpouEgny,191406,False,Be Like That - feat. Swae Lee & Khalid,81,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
American Teen,2017-04-27,Khalid,6LuN9FCkKOj5PcnpouEgny,202546,False,Young Dumb & Broke,81,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
No.6 Collaborations Project,2019-07-12,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,197866,False,Beautiful People (feat. Khalid),76,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
No.6 Collaborations Project,2019-07-12,Khalid,6LuN9FCkKOj5PcnpouEgny,197866,False,Beautiful People (feat. Khalid),76,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
American Teen,2017-04-27,Khalid,6LuN9FCkKOj5PcnpouEgny,219080,False,Location,80,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
Know Your Worth,2020-02-04,Khalid,6LuN9FCkKOj5PcnpouEgny,181436,False,Know Your Worth,80,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
Know Your Worth,2020-02-04,Disclosure,6nS5roXSAGhTGr34W6n7Et,181436,False,Know Your Worth,80,https://open.spotify.com/track/0TrPqhAMoaKUFLR7iYDokf
American Teen,2017-04-27,Khalid,6LuN9FCkKOj5PcnpouEgny,228600,False,8TEEN,79,https://open.spotify.com/track/5bgwqaRSS3M8WHWruHgSL5
Relación (Remix),2020-09-04,Sech,77ziqFxp5gaInVrF2lj4ht,247308,False,Relación - Remix,86,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
Relación (Remix),2020-09-04,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,247308,False,Relación - Remix,86,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
Relación (Remix),2020-09-04,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,247308,False,Relación - Remix,86,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
Relación (Remix),2020-09-04,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,247308,False,Relación - Remix,86,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
Relación (Remix),2020-09-04,Farruko,329e4yvIujISKGKz1BZZbO,247308,False,Relación - Remix,86,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl
PROBLEMA,2021-02-26,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,184506,True,PROBLEMA,85,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
YHLQMDLG,2020-02-28,Bad Bunny,4q3ewBCX7sLwd24euuV69X,206420,True,La Santa,81,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
YHLQMDLG,2020-02-28,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,206420,True,La Santa,81,https://open.spotify.com/track/69vlMrzHwATKzupwNcUPyK
Con Calma,2019-01-24,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,193226,False,Con Calma,80,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
Con Calma,2019-01-24,Snow,3uZFBSsMiooimnprFL9jD1,193226,False,Con Calma,80,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m
VIDA,2019-02-01,Luis Fonsi,4V8Sr092TqfHkfAA5fXXqG,229360,False,Despacito,79,https://open.spotify.com/track/6habFhsOp2NvshLv26DqMb
VIDA,2019-02-01,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,229360,False,Despacito,79,https://open.spotify.com/track/6habFhsOp2NvshLv26DqMb
Emmanuel,2020-05-29,Anuel AA,2R21vXR83lH98kGeO99Y66,301714,False,China,70,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
Emmanuel,2020-05-29,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,301714,False,China,70,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
Emmanuel,2020-05-29,KAROL G,790FomKkXshlbRYZFtlgla,301714,False,China,70,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
Emmanuel,2020-05-29,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,301714,False,China,70,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
Emmanuel,2020-05-29,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,301714,False,China,70,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
Barrio Fino (Bonus Track Version),2004-07-13,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,192600,False,Gasolina,77,https://open.spotify.com/track/6jEZLz3YpnEBRpVkv35AmP
De Vuelta Pa' La Vuelta,2020-12-10,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,231593,False,De Vuelta Pa' La Vuelta,77,https://open.spotify.com/track/7AUhck1sPy11OExQmDDx4P
De Vuelta Pa' La Vuelta,2020-12-10,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,231593,False,De Vuelta Pa' La Vuelta,77,https://open.spotify.com/track/7AUhck1sPy11OExQmDDx4P
Épico,2019-10-25,Lunay,47MpMsUfWtgyIIBEFOr4FE,266086,False,Soltera - Remix,69,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
Épico,2019-10-25,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,266086,False,Soltera - Remix,69,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
Épico,2019-10-25,Bad Bunny,4q3ewBCX7sLwd24euuV69X,266086,False,Soltera - Remix,69,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
PAM,2020-05-01,Justin Quiles,14zUHaJZo1mnYtn6IBRaRP,201000,True,PAM,76,https://open.spotify.com/track/0eeKDrQxjqNl5bX5VCHDcn
PAM,2020-05-01,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,201000,True,PAM,76,https://open.spotify.com/track/0eeKDrQxjqNl5bX5VCHDcn
PAM,2020-05-01,El Alfa,2oQX8QiMXOyuqbcZEFsZfm,201000,True,PAM,76,https://open.spotify.com/track/0eeKDrQxjqNl5bX5VCHDcn
Te Va Bien (with Arcangel & Becky G feat. Darell),2021-03-04,KEVVO,4QrBoWLm2WNlPdbFhmlaUZ,281853,True,Te Va Bien (with Arcangel & Becky G feat. Darell),79,https://open.spotify.com/track/7G1o084VGIPA5TAbUSgADQ
Te Va Bien (with Arcangel & Becky G feat. Darell),2021-03-04,Arcangel,4SsVbpTthjScTS7U2hmr1X,281853,True,Te Va Bien (with Arcangel & Becky G feat. Darell),79,https://open.spotify.com/track/7G1o084VGIPA5TAbUSgADQ
Te Va Bien (with Arcangel & Becky G feat. Darell),2021-03-04,Becky G,4obzFoKoKRHIphyHzJ35G3,281853,True,Te Va Bien (with Arcangel & Becky G feat. Darell),79,https://open.spotify.com/track/7G1o084VGIPA5TAbUSgADQ
Te Va Bien (with Arcangel & Becky G feat. Darell),2021-03-04,Darell,1TtXnWcUs0FCkaZDPGYHdf,281853,True,Te Va Bien (with Arcangel & Becky G feat. Darell),79,https://open.spotify.com/track/7G1o084VGIPA5TAbUSgADQ
Sigues Con El,2019-12-13,Dímelo Flow,3fZk3Gm5dN5v5yfYMQ04Bx,226532,False,Sigues Con El,78,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
Sigues Con El,2019-12-13,Arcangel,4SsVbpTthjScTS7U2hmr1X,226532,False,Sigues Con El,78,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
Sigues Con El,2019-12-13,Sech,77ziqFxp5gaInVrF2lj4ht,226532,False,Sigues Con El,78,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
Si Se da Remix,2019-08-02,Myke Towers,7iK8PXO48WeuP03g8YR51W,332240,True,Si Se Da - Remix,77,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
Si Se da Remix,2019-08-02,Farruko,329e4yvIujISKGKz1BZZbO,332240,True,Si Se Da - Remix,77,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
Si Se da Remix,2019-08-02,Arcangel,4SsVbpTthjScTS7U2hmr1X,332240,True,Si Se Da - Remix,77,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
Si Se da Remix,2019-08-02,Sech,77ziqFxp5gaInVrF2lj4ht,332240,True,Si Se Da - Remix,77,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
Si Se da Remix,2019-08-02,Zion,1pgDilWYDWLoOgGjf1iHNu,332240,True,Si Se Da - Remix,77,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
Como Si Nah (feat. KEVVO),2021-03-25,Justin Quiles,14zUHaJZo1mnYtn6IBRaRP,196261,True,Como Si Nah (feat. KEVVO),74,https://open.spotify.com/track/5yUW86tRavTvP8OTfVChtL
Como Si Nah (feat. KEVVO),2021-03-25,Arcangel,4SsVbpTthjScTS7U2hmr1X,196261,True,Como Si Nah (feat. KEVVO),74,https://open.spotify.com/track/5yUW86tRavTvP8OTfVChtL
Como Si Nah (feat. KEVVO),2021-03-25,Dalex,0KPX4Ucy9dk82uj4GpKesn,196261,True,Como Si Nah (feat. KEVVO),74,https://open.spotify.com/track/5yUW86tRavTvP8OTfVChtL
Como Si Nah (feat. KEVVO),2021-03-25,KEVVO,4QrBoWLm2WNlPdbFhmlaUZ,196261,True,Como Si Nah (feat. KEVVO),74,https://open.spotify.com/track/5yUW86tRavTvP8OTfVChtL
Historias de un Capricornio,2019-12-20,Arcangel,4SsVbpTthjScTS7U2hmr1X,221103,False,Infeliz,73,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
Historias de un Capricornio,2019-12-20,Bad Bunny,4q3ewBCX7sLwd24euuV69X,221103,False,Infeliz,73,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m
Los Favoritos 2,2020-10-16,Arcangel,4SsVbpTthjScTS7U2hmr1X,189466,True,Tussi,65,https://open.spotify.com/track/3pnpENd2PXAKuetjLIylEr
Los Favoritos 2,2020-10-16,Justin Quiles,14zUHaJZo1mnYtn6IBRaRP,189466,True,Tussi,65,https://open.spotify.com/track/3pnpENd2PXAKuetjLIylEr
Los Favoritos 2,2020-10-16,Eladio Carrion,5XJDexmWFLWOkjOEjOVX3e,189466,True,Tussi,65,https://open.spotify.com/track/3pnpENd2PXAKuetjLIylEr
Los Favoritos 2,2020-10-16,De La Ghetto,3EiLUeyEcA6fbRPSHkG5kb,189466,True,Tussi,65,https://open.spotify.com/track/3pnpENd2PXAKuetjLIylEr
Los Favoritos 2,2020-10-16,Arcangel,4SsVbpTthjScTS7U2hmr1X,189566,False,Sigues Con El - Remix,63,https://open.spotify.com/track/5HokHzcT1yQtsy7lLagEiA
Los Favoritos 2,2020-10-16,Sech,77ziqFxp5gaInVrF2lj4ht,189566,False,Sigues Con El - Remix,63,https://open.spotify.com/track/5HokHzcT1yQtsy7lLagEiA
Los Favoritos 2,2020-10-16,Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,189566,False,Sigues Con El - Remix,63,https://open.spotify.com/track/5HokHzcT1yQtsy7lLagEiA
42,2021-04-15,Sech,77ziqFxp5gaInVrF2lj4ht,227699,False,Te Acuerdas,62,https://open.spotify.com/track/7g3ezLhEW38T80iydvEyQz
42,2021-04-15,Arcangel,4SsVbpTthjScTS7U2hmr1X,227699,False,Te Acuerdas,62,https://open.spotify.com/track/7g3ezLhEW38T80iydvEyQz
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),2016-09-30,Arcangel,4SsVbpTthjScTS7U2hmr1X,264000,True,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),71,https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),2016-09-30,Bad Bunny,4q3ewBCX7sLwd24euuV69X,264000,True,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),71,https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),2016-09-30,Mambo Kingz,2T1aUibqR2QC2sINIDQOAK,264000,True,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),71,https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),2016-09-30,DJ Luian,64aJYyrXljOodnUG6jvhRD,264000,True,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),71,https://open.spotify.com/track/6NSMQFKgjpQb0KkjMDYIK0
Afrodisíaco,2020-11-13,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,249343,True,Soy Una Gargola,70,https://open.spotify.com/track/4bEwaORm2IBfu3omjEna7I
Afrodisíaco,2020-11-13,Arcangel,4SsVbpTthjScTS7U2hmr1X,249343,True,Soy Una Gargola,70,https://open.spotify.com/track/4bEwaORm2IBfu3omjEna7I
Afrodisíaco,2020-11-13,Randy,6J4e8oWHITp1msfeyZg66B,249343,True,Soy Una Gargola,70,https://open.spotify.com/track/4bEwaORm2IBfu3omjEna7I
Shoot For The Stars Aim For The Moon,2020-07-03,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,160000,True,What You Know Bout Love,89,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
Shoot For The Stars Aim For The Moon,2020-07-03,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,190476,True,For The Night (feat. Lil Baby & DaBaby),88,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
Shoot For The Stars Aim For The Moon,2020-07-03,Lil Baby,5f7VJjfbwm532GiveGC0ZK,190476,True,For The Night (feat. Lil Baby & DaBaby),88,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
Shoot For The Stars Aim For The Moon,2020-07-03,DaBaby,4r63FhuTkUYltbVAg5TQnk,190476,True,For The Night (feat. Lil Baby & DaBaby),88,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
Shoot For The Stars Aim For The Moon (Deluxe),2020-07-20,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,190534,True,Hello (feat. A Boogie Wit da Hoodie),85,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
Shoot For The Stars Aim For The Moon (Deluxe),2020-07-20,A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,190534,True,Hello (feat. A Boogie Wit da Hoodie),85,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
Meet The Woo,2019-07-26,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,216386,True,Dior,85,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
Shoot For The Stars Aim For The Moon,2020-07-03,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,213333,True,Mood Swings (feat. Lil Tjay),84,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
Shoot For The Stars Aim For The Moon,2020-07-03,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,213333,True,Mood Swings (feat. Lil Tjay),84,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
AP (Music from the film Boogie),2021-02-26,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,171891,True,AP - Music from the film Boogie,82,https://open.spotify.com/track/17vGPZ5EsdvtgAOCD4FLWI
Shoot For The Stars Aim For The Moon,2020-07-03,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,201600,True,The Woo (feat. 50 Cent & Roddy Ricch),82,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
Shoot For The Stars Aim For The Moon,2020-07-03,50 Cent,3q7HBObVc0L8jNeTe5Gofh,201600,True,The Woo (feat. 50 Cent & Roddy Ricch),82,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
Shoot For The Stars Aim For The Moon,2020-07-03,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,201600,True,The Woo (feat. 50 Cent & Roddy Ricch),82,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
Meet The Woo 2,2020-02-07,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,127546,True,Invincible,81,https://open.spotify.com/track/792HwhrdO3ErRKL5yRe4Ge
Meet The Woo 2,2020-02-07,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,135746,True,Element,80,https://open.spotify.com/track/57BGVV6wcyhbn3hsjlqEZB
Shoot For The Stars Aim For The Moon,2020-07-03,Pop Smoke,0eDvMgVFoNV3TpwtrVCoTj,164579,True,Got It On Me,80,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
Future Nostalgia,2020-03-27,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,203064,False,Levitating (feat. DaBaby),89,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
Future Nostalgia,2020-03-27,DaBaby,4r63FhuTkUYltbVAg5TQnk,203064,False,Levitating (feat. DaBaby),89,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
BLAME IT ON BABY,2020-04-17,DaBaby,4r63FhuTkUYltbVAg5TQnk,181733,True,ROCKSTAR (feat. Roddy Ricch),90,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
BLAME IT ON BABY,2020-04-17,Roddy Ricch,757aE44tKEUQEqRuT6GnEB,181733,True,ROCKSTAR (feat. Roddy Ricch),90,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
KIRK,2019-09-27,DaBaby,4r63FhuTkUYltbVAg5TQnk,159714,True,BOP,83,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
Beat Box 3 (feat. DaBaby),2021-02-26,SpotemGottem,3Y2MLcrD3ZQXRXmtn4fZQx,200424,True,Beat Box 3 (feat. DaBaby),83,https://open.spotify.com/track/6toQdWWc4noiOk3Eo5mVDS
Beat Box 3 (feat. DaBaby),2021-02-26,DaBaby,4r63FhuTkUYltbVAg5TQnk,200424,True,Beat Box 3 (feat. DaBaby),83,https://open.spotify.com/track/6toQdWWc4noiOk3Eo5mVDS
Masterpiece,2021-01-15,DaBaby,4r63FhuTkUYltbVAg5TQnk,181714,True,Masterpiece,80,https://open.spotify.com/track/26UxwWl9xCb83OynXELJcL
Baby On Baby,2019-03-01,DaBaby,4r63FhuTkUYltbVAg5TQnk,163320,True,Suge,79,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB
KIRK,2019-09-27,DaBaby,4r63FhuTkUYltbVAg5TQnk,144935,True,VIBEZ,78,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM
BLAME IT ON BABY (DELUXE),2020-08-04,DaBaby,4r63FhuTkUYltbVAg5TQnk,122586,True,PRACTICE,78,https://open.spotify.com/track/4Z5FyQlevoHoa5FsIVKZju
Kash Only,2021-01-22,BRS Kash,5jJjvmEwRr8epuGZq4eUUa,211609,True,Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,67,https://open.spotify.com/track/1qzckO538IWjqa7eCQdSJ4
Kash Only,2021-01-22,DaBaby,4r63FhuTkUYltbVAg5TQnk,211609,True,Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,67,https://open.spotify.com/track/1qzckO538IWjqa7eCQdSJ4
Kash Only,2021-01-22,City Girls,37hAfseJWi0G3Scife12Il,211609,True,Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix,67,https://open.spotify.com/track/1qzckO538IWjqa7eCQdSJ4
KIRK,2019-09-27,DaBaby,4r63FhuTkUYltbVAg5TQnk,136366,True,TOES (feat. Lil Baby & Moneybagg Yo),76,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
KIRK,2019-09-27,Lil Baby,5f7VJjfbwm532GiveGC0ZK,136366,True,TOES (feat. Lil Baby & Moneybagg Yo),76,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
KIRK,2019-09-27,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,136366,True,TOES (feat. Lil Baby & Moneybagg Yo),76,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG
Fine Line,2019-12-13,Harry Styles,6KImCVD70vtIoJWnq6nGn3,174000,False,Watermelon Sugar,91,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
Fine Line,2019-12-13,Harry Styles,6KImCVD70vtIoJWnq6nGn3,208906,False,Golden,87,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
Fine Line,2019-12-13,Harry Styles,6KImCVD70vtIoJWnq6nGn3,207133,False,Adore You,86,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
Fine Line,2019-12-13,Harry Styles,6KImCVD70vtIoJWnq6nGn3,240133,False,Falling,86,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
Harry Styles,2017-05-12,Harry Styles,6KImCVD70vtIoJWnq6nGn3,340706,False,Sign of the Times,83,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
Harry Styles,2017-05-12,Harry Styles,6KImCVD70vtIoJWnq6nGn3,176386,False,Kiwi,80,https://open.spotify.com/track/33SNO8AaciGbNaQFkxvPrW
Fine Line,2019-12-13,Harry Styles,6KImCVD70vtIoJWnq6nGn3,172213,False,Lights Up,79,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
Fine Line,2019-12-13,Harry Styles,6KImCVD70vtIoJWnq6nGn3,377960,False,Fine Line,78,https://open.spotify.com/track/6VzcQuzTNTMFnJ6rBSaLH9
Harry Styles,2017-05-12,Harry Styles,6KImCVD70vtIoJWnq6nGn3,224866,False,Sweet Creature,78,https://open.spotify.com/track/5kRPPEWFJIMox5qIkQkiz5
Fine Line,2019-12-13,Harry Styles,6KImCVD70vtIoJWnq6nGn3,362653,False,She,78,https://open.spotify.com/track/6SQLk9HSNketfgs2AyIiMs
Luv Is Rage 2,2017-08-25,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,182706,True,XO Tour Llif3,83,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
Luv Is Rage 2 (Deluxe),2017-11-17,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,220586,True,20 Min,82,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
Pluto x Baby Pluto,2020-11-13,Future,1RyvyyTE3xzB2ZywiAwp0i,213520,True,Drankin N Smokin,79,https://open.spotify.com/track/0k7wmahjkn389wAZdz19Cv
Pluto x Baby Pluto,2020-11-13,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,213520,True,Drankin N Smokin,79,https://open.spotify.com/track/0k7wmahjkn389wAZdz19Cv
Luv Is Rage 2,2017-08-25,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,221746,True,The Way Life Goes (feat. Oh Wonder),78,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
Luv Is Rage 2,2017-08-25,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,221746,True,The Way Life Goes (feat. Oh Wonder),78,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
Eternal Atake (Deluxe) - LUV vs. The World 2,2020-03-13,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,224954,True,Myron,78,https://open.spotify.com/track/56uXDJRCuoS7abX3SkzHKQ
Eternal Atake,2020-03-06,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,234626,True,P2,76,https://open.spotify.com/track/3kW4z2pIj5VY5fLjBrMRL5
Sanguine Paradise,2019-04-09,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,243976,True,Sanguine Paradise,75,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN
Lil Uzi Vert vs. The World,2016-05-27,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,198944,True,Money Longer,75,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ
Justice (Triple Chucks Deluxe),2021-03-26,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,215019,False,There She Go (feat. Lil Uzi Vert),74,https://open.spotify.com/track/7i2xVGqiF5FBPvLg6PLHX3
Justice (Triple Chucks Deluxe),2021-03-26,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,215019,False,There She Go (feat. Lil Uzi Vert),74,https://open.spotify.com/track/7i2xVGqiF5FBPvLg6PLHX3
The Perfect LUV Tape,2016-08-10,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,199993,True,Erase Your Social,74,https://open.spotify.com/track/4uhvMW7ly7tJil31YYscAN
Closer,2016-07-29,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,244960,False,Closer,85,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
Closer,2016-07-29,Halsey,26VFTg2z8YR0cCuwLzESi2,244960,False,Closer,85,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
Be Kind (with Halsey),2020-05-01,Marshmello,64KEffDW9EtZ1y2vBYgq8T,172761,False,Be Kind (with Halsey),83,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
Be Kind (with Halsey),2020-05-01,Halsey,26VFTg2z8YR0cCuwLzESi2,172761,False,Be Kind (with Halsey),83,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
MAP OF THE SOUL : PERSONA,2019-04-12,BTS,3Nrfpe0tUJi4K4DXYWgMUX,229773,False,Boy With Luv (feat. Halsey),83,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
MAP OF THE SOUL : PERSONA,2019-04-12,Halsey,26VFTg2z8YR0cCuwLzESi2,229773,False,Boy With Luv (feat. Halsey),83,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
Manic,2020-01-17,Halsey,26VFTg2z8YR0cCuwLzESi2,201660,True,Without Me,77,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
